text,user
@ScottPaterno...Hey Y'all....12.8 and the Hershey Hick is back with his Biden and Hillary wisecracks.....Pathetic.,George60234177
"RT @DanielTurnerPTF: Biden is signing an executive order to make federal government 100% “renewable” electricity by 2030.

For perspective:…",LeeLee54689633
RT @Kasparov63: We need transparency from the Biden WH about these meetings and calls with Putin. We can judge what we can see. Nordstream…,akberzins
RT @JackPosobiec: Joe Biden got the most votes of any president in US history then one day magically became one of the least popular presid…,ASM_2018MAGA
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,helnfitz
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",tma285
"RT @JoJoFromJerz: Republicans are pro-Covid.
They’re pro-insurrection.
And they’re pro-Russia.
But they’re anti-infrastructure.
They’re ant…",WeLayWeLay
RT @RobertW70163752: @Charlot_Morris And a heavy fine for his personal contribution to global pollution caused by him and his private jet.…,Charlot_Morris
"RT @RepDLesko: Inflation, crime, and border apprehensions are the only areas where our nation has seen growth in the past 11 months under P…",YoucefB3910
"RT @ChuckRossDC: NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic"" African…",AnthonyAbides
"What’s stopping #Russia from invasion?
#Putin’s plan, I suspect, was rather annexation of #Donbas. If it wasn’t bef… https://t.co/bx3DG0wqKj",iamwilloc
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,foster02
"RT @ggreenwald: -- ""President Zelenskyy? This is Joe Biden. I have some good news and bad news. Which do you want first?""

-- ""The bad news…",DavidStaplesYEG
"RT @seditiontrack: ""I’m on my way to Washington DC. to make sure Biden doesn’t become president."" He brought bear spray with him (and used…",EquallyBalance
RT @BaddCompani: President Biden is dropping the Hammer on Russia. 🇺🇸,coy325ic
#MORE Ukrainian president assesses Biden-Putin talks as positive https://t.co/tlgP8gKLQj,dpa_intl
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",rohaniroop
"biden you coward!!! make the $1,000,000,000,000 (trillion) dollar coin, put it in a museum, then charge people ro s… https://t.co/vf7GUImAsV",michaelionsrage
"RT @BBCWorld: Sending US troops to Ukraine in event of Russian invasion is ""not on the table"", President Joe Biden says

 https://t.co/xvq6…",girlintheknow03
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,double_excel
I can’t be friends with anyone who thinks Biden’s $768 BILLION “defense” budget is ok while people starving.,evo_axiom
RT @CassyWearsHeels: Every single one of Biden's COVID vaccine mandates has been shot down in court.,ECNORTON1
RT @lavern_spicer: Why does Joe Biden want to defend Ukraine’s borders but not our own?,bs_momentum
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",RickDreibelbis
"RT @RetroTechNoir: It's strange how a war flashpoint is breaking out in Ukraine, the country the Bidens were involved up to their eyeballs…",cmg_48
RT @SierraClub: A bold new executive order from @POTUS serves as a critical first step to cutting pollution from the government’s own vehic…,faridahmalik55
RT @nypost: White House 'working behind the scenes' with media to get positive coverage https://t.co/qDW4ZRp68I https://t.co/EDCtHgwUON,PaleAle12345
"Biden Signs Order Committing U.S. to Net-Zero Emissions by 2050

SMH.",Bellehos
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",JJ_Beehive
"RT @GOP: As Biden travels to Missouri, voters know he is failing Missouri – his vaccine mandate, supply chain crisis, high prices and reckl…",JKBakerAcesFull
"RT @fluttershy_irl: LIBERAL my little pony

WOKEity
GENDERshy
JOE BIDEN sparkle
THEY/THEM dash
PRONOUN pie
SNOWFLAKEjack
spike

like and sh…",clerkggo
@EarlOfEnough The price of gas is $1.50 more down the street from my house from when Biden took office.  3.09 on 1/… https://t.co/pF42iWMEg3,3fanforever
"RT @OccupyDemocrats: BREAKING: Elon Musk, the richest person in the world, tells a room full of CEOs that we should ""can"" Biden's historic…",CatherineMint1
"RT @NewDayForNJ: @bennyjohnson Biden is WAY out of his negotiating league.

Trump’s strength led to peace, Biden’s weakness provokes rumors…",eomccormick66
"RT @RandPaul: So it turns out communism may be a bridge to far for some democrats

https://t.co/YnBfu3jLoe",Misinformed_101
"RT @TheBeatWithAri: While the AP reported on the ""sluggish"" jobs report under President Biden, they called a similar number under Trump ""ro…",NACMtrader17
RT @toddstarnes: Jeffress: Biden Admin Starting ‘Persecution’ Against Bible-Believing Christians @robertjeffress  https://t.co/T8tGpSRTd8,sandrakrouse4
"RT @TheOnion: ‘You Know, If I Were You, I’d Go After Finland,’ Says Biden Trying To Dissuade Putin From Invading Ukraine https://t.co/aUdJZ…",DaDorq
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",NoProctologist
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",dontbeinsane_
RT @P8R1OT_REDUX: Vladimir Putin was literally laughing at Joe Biden.,SaveTheseDogs
Top Republican Calls for Full Select Committee Investigation into Hunter Biden https://t.co/LdumjSZmun https://t.co/bePAzGjAhO,GeorgeMentz
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",Christi90325689
"RT @AresRound3: Leftists, if Biden fails, it will be blamed on him going too far left and for spending too much money. It may not be true b…",Amlaf3
RT @NanaTeacher22: Have you read this today @StevieVanZandt?  Hoping that with the new summit on Monday that it will be brought up and Pres…,Tomwinchester56
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,dallasfbabyyy
Biden admin to use federal procurement to drive #climate goals.  https://t.co/TT5jNwrCWA,tombuerkle
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",JoannOceanfalls
RT @ReportsDaNews: BREAKING: President Biden just now says he told Putin yesterday that “there will be economic consequences like he has ne…,juliebhunt
"RT @ChuckRossDC: NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic"" African…",MatthewFoldi
"RT @SenatorBraun: President Biden went back on his word, and now a year later the Senate will vote to overturn his mandate for private busi…",johnkiowa
RT @JennaEllisEsq: Thanks for proving my point you can’t even attempt to discuss Biden without talking about Trump. Seek help.,dozerdoug
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",Exhausted_dad
"RT @RepStefanik: Numbers don’t lie – Joe Biden just had the WORST jobs report of his presidency.
 
Joe Biden and House Democrats’ FAILED po…",ecohen99
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",rushdee
RT @ACTBrigitte: Hillary Clinton should be in jail. President Trump should be in the White House. Joe Biden should be in a retirement home.,JudyHar13298854
"RT @tedcruz: If we see tanks in the streets of Kiev, it will be because Joe Biden surrendered to Putin. https://t.co/7PJoRfQu1Q",Restore_NewYork
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",bessie_bunter
RT @PalmerReport: Major newspaper admits the media is being dishonestly unfair to President Biden https://t.co/3KCtFBHfCr,LisaZucker3
Everyone who has any sense knows mail in ballots &amp; xeroxed copies fabricated &amp; millions of votes entered in 2020 wi… https://t.co/yhJu7IHaka,mstrof6furlongs
"RT @Chicago1Ray: Breaking right now... Biden's Mandate for Federal workers now blocked nationwide 

IT'S HAPPENING FOLKS...DO NOT COMPLY",America46861168
@politico President Biden,sashaVj
Biden Orders Federal Vehicles and Buildings to Use Renewable Energy by 2050 https://t.co/bMrgOzHNYJ,ZetaEnergy
Trumpers out here sharing a fake photo of Biden and Epstein bc they don’t want to deal with reality https://t.co/UYLY2eYBgz,BertTortellini
"RT @TheBeatWithAri: While the AP reported on the ""sluggish"" jobs report under President Biden, they called a similar number under Trump ""ro…",ASAPnicky
It's Okay to Ask About Biden's Cough &amp; Voice https://t.co/CB4MPGR2yP,AngryOozaru
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",TomC_99
"RNC Chair Hits A New Low, Seemingly Tries To Connect President Biden To Fox Christmas Tree Fire: “This Is A Huge Pr… https://t.co/G4374QnWTn",PoliTribune
"RT @pvtjokerus: The Biden Doctrine.

Speak loudly and carry a limp noodle.",rockymusik
"RT @BlueprintGreece: Ellsberg, #PentagonPapers whistleblower and winner of Blueprint’s 2021 Lifetime Achievement Award, calls for #Biden Ad…",siderialexandra
"RT @MirMAKOfficial: We Have Guts Now.....

Pakistan has refused to attend a democracy summit arranged by President Joe Biden because Americ…",khan_mastkhel
Biden can you not get into a war i still qualify for selective service😮‍💨,brentheboi
Bloodsport Trump Biden Parody https://t.co/HKbl7vsLc6 via @YouTube,VideosLonewolf
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",mysteri_isle
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",CarlosT38570863
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,Samosaurus1
"RT @SenatorTimScott: President Biden's vaccine mandate means that countless firefighters, policemen, EMT, nurses, doctors, and others will…",Xservativestalk
"RT @DanielTurnerPTF: In 2019, the United States became a net exporter of energy under Donald J. Trump.

In 2021, the United States began be…",wholein1club
"@creativelytired @RadioFreeTom Biden won because he ran on American values and decency.

Democrats lost seats in th… https://t.co/Vjtcj9BlZX",ericowensdc
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",JaniceGlitt
RT @Allie_Kite: .@POTUS Joe Biden is meeting with employees at @RideKCTransit ahead of a speech on federal infrastructure bill. https://t.c…,MO_Independent
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",iwanttotalk_now
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",ErikR122
@BlogForArizona So who are the democrat leaders? Biden? Harris? Harris has the lowest approval rating of any modern VP.,DrinkWaterAZ
"RT @realLizUSA: 81 million “votes,” most in history

https://t.co/aSUdHnCMRV",DeskNavy
RT @mattduss: Republicans can’t wreck Biden’s agenda without the continued help of corporate Democrats. But keep blaming “defund the police…,Scout2462
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",cravattarossa
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",OCAmericans
Biden Says No U.S. Troops Will Be Deployed To Ukraine In Event Of Russian Invasion https://t.co/86gPBlJxEc,rogue_corq
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",Diegoqs80
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",toriinalaska
Biden Orders Federal Vehicles and Buildings to Use Renewable Energy by 2050 https://t.co/kNk2jcaplw It's a step in the right direction .,huggjea
@DailyCaller Better headline: Biden sends confused signals on Ukraine.,AusJig
"RT @PapiTrumpo: Today is Wednesday, December 8th, 2021, AND JOE BIDEN STILL SUCKS!!!",Susan1Challis
"RT @CBSNews: Pres. Biden spoke to reporters Wednesday about his call with Russia’s Vladimir Putin: “I made it very clear: If in fact, he in…",PatriotsNHfan
"RT @Jim_Jordan: President Obama gave Ukraine blankets. 

President Trump gave Ukraine tank-busting Javelin missiles. 

President Biden wave…",jellyjeana
"RT @CBSNews: Pres. Biden spoke to reporters Wednesday about his call with Russia’s Vladimir Putin: “I made it very clear: If in fact, he in…",suhairsalshami
"RT @StephenMoore: Wages are up 4.1% over the past year, but prices are up 6.2%.

Joe Biden's inflation is shrinking paychecks.",Margaretlacomb1
@jumpinjonnydee Biden reversed those policies not to help Putin but to save our planet. But you climate change deni… https://t.co/0oScnn8jQW,JudyKW58
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",James60055538
"RT @seditiontrack: ""I’m on my way to Washington DC. to make sure Biden doesn’t become president."" He brought bear spray with him (and used…",frijolesloca
"RT @owhy3: the fact that #Biden has so far called #Putin 3 times, met him once, and requested today’s video conference.  That is for at lea…",owhy3
"RT @ACTBrigitte: The ""President"" of the United States of America did not travel to Pearl Harbor on the 80th Anniversary. 

Joe Biden is so…",AdrienneGreen3
"RT @JeffreyStClair3: Biden told many whoppers during the primary campaign, but perhaps none more ludicrous than this: ""And I would make it…",Empyrius
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,ChocolateySwirl
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",PatriotKristen
"RT @glennbeck: If Putin invades Ukraine, then Biden just sold out the freedom of an entire country. I hope it was worth it, Joe. https://t.…",clwalker90
"RT @PresumptuousBug: JFC, even 🤡Boris frikkin Johnson🤡 gives out free #Covid19 tests.

#PsakiBomb #Biden https://t.co/3Ht15o5yd5",viralvideovlogs
"RT @PalmerReport: If the Republicans win the House, they will disband the 1/6 committee. But they cannot magically undo criminal referrals…",LeeVing14
"RT @What46HasDone: All the talk about ""obviously Biden should only serve one term, he's old"" talk chafes me because in the primary, his opp…",JorgeDGarc
"RT @ZoeTillman: Another unsealed Jan. 6 case: Tim Boughner of Michigan, charged with using chemical spray against cops. Facebook posts, per…",BukiWilliams
All you voters out their that voted for Biden: how’s it going for you? Especially you independents?,Pattoups1945
"RT @PresumptuousBug: JFC, even 🤡Boris frikkin Johnson🤡 gives out free #Covid19 tests.

#PsakiBomb #Biden",JenD1974
"RT @RichardGrenell: Putin Knows….
that Joe Biden lied to the American people when he said Donald Trump was a Russian asset. 
And Putin know…",MojaveMamma
"RT @Jim_Jordan: President Obama gave Ukraine blankets. 

President Trump gave Ukraine tank-busting Javelin missiles. 

President Biden wave…",JKBakerAcesFull
"RT @joncoopertweets: GREAT NEWS: Gasoline and natural gas prices are FALLING! ⛽️

Who else thinks President Biden won’t get the CREDIT for…",JoMajority
"RT @ChuckRossDC: NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic"" African…",BrentScher
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",Trampoukkos1
@2PortoIGo @SenWarren Biden has been great for the rich - best ever!,TheSelfawareAll
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",_YvonneBurton
"RT @nytimes: Saule Omarova, a Cornell Law professor whom President Biden picked for a key banking regulator job, is withdrawing from consid…",FotiNC
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",jojoauggie
"RT @WalshFreedom: To all Republicans complaining that Biden isn't tough enough with Putin: 

Putin led Trump around on a leash for four yea…",Judith67318549
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,strtcornelia
"RT @jamesgibney: Sell freedom, says @Bershidsky: ""According to the World Values Survey, 24.6% of Americans feel they have “completely free…",MoisesNaim
RT @RNCResearch: WATCH: Joe Biden says he’s trying to “work out any accommodation” for Vladimir Putin to not invade Ukraine. https://t.co/M…,EddiesOFtheUSA
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",khex44
RT @Allie_Kite: .@POTUS Joe Biden is meeting with employees at @RideKCTransit ahead of a speech on federal infrastructure bill. https://t.c…,RudiKellerMI
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,sanaawatts
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",MeKathleen
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,DrDinD
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,lonleyfeline
"RT @JDCocchiarella: Republicans will do anything to hurt President Biden politically.

The GOP is too radical to govern.",tova3411
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,gentelgentell
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",perchance99
RT @MagaMemeWizard: Biden sings! Collab with @micmaven https://t.co/VFIwV5sWrF,i_blackfoot
"RT @BrunoRguezP: As happened with Trump's attempted coups in Venezuela, anti Cuban sectors led President Biden to failed interference, dest…",JorgeCu01411325
RT @TexanPatriot99: So liberals believe Jussie Smollett didn’t start a hoax and Alec Baldwin didn’t pull the trigger…..I guess the same peo…,EagleCanyonBeef
"RT @saudovets: @NihadAwad @JoeBiden I will tell you what happened, and make sure you read the message in the emergency room so you don't di…",Out_of_Flock
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",EmiCass1
"RT @ACLU: Student debt is a crushing burden that falls heaviest on Black communities, and especially onto Black women.

Student debt is a r…",Twice4Pres
"RT @WalshFreedom: To all Republicans complaining that Biden isn't tough enough with Putin: 

Putin led Trump around on a leash for four yea…",GiseleGiguere
"@GravyMotorboat @AquilaMando @dcwuser @yyvonwang Not phony. Go ahead, ask your vaccinated friends and family why th… https://t.co/CqkCp6enc1",lib_eraltears
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",mahwikizi
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,toughduckupnort
RT @mkolken: In less than a year Joe Biden is a failed President.,Janet23400226
https://t.co/98stvjQBAY Biden Administration Unveils Policies Impacting U.S. Ethanol Industry,prpnews
"RT @TheBeatWithAri: While the AP reported on the ""sluggish"" jobs report under President Biden, they called a similar number under Trump ""ro…",jsteward2930
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",donnakcrawford
"RT @lindyli: Republicans want Putin to invade Ukraine

Ted Cruz, Josh Hawley &amp; Marco Rubio continue to block dozens of vital national secur…",gmendez47
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",f_gantry
"RT @sn00pdad: #BreakingNews - #Russia sends #warning to the #USEmbassy in #Moscow of ""dangerous consequences"" for any ""provocations near Ru…",Breaking24_7
RT @factcheckdotorg: We address this claim -- which is now becoming a GOP talking point -- in our story this week about fentanyl seizures a…,G__Farell
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,JusCallMeTy_
"@naomi_dann That’s why Biden could’ve withdrawn from Afg without a single casualty and the MIC, weapons, and oil me… https://t.co/ZkFKhrPeuu",GuitarBuckeye
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,Yexxi_12
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",MsLavenderMoss
@StarParker @NikkiHaley The Biden Administration just lifted millions of children from poverty by extending and inc… https://t.co/OvuGdIRN1W,BigTParker
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",LAPatriotUnited
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",Toph441
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",tuja_tajos
RT @SierraClub: A bold new executive order from @POTUS serves as a critical first step to cutting pollution from the government’s own vehic…,HimynameisNickd
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",yaya_gumbo
@JoJoFromJerz President Biden should ask for Garland's resignation and appoint Hillary Clinton as AG.,Nondeno54741547
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,KingShizzle1
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",knightwithak
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",tobyvandre
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",CorinneFavero
"RT @LilySkyeTerrier: I think the Libs all called it “Ridin’ With Biden”    
Not much room on his skinny ar*e lap but, whatever.",Barbara46089675
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",themetalrider
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",EColetteNelson
"RT @joncoopertweets: When history looks back on President Biden's accomplishments, I think he will be remembered as one of the best. Do you…",lauren4357
RT @PalmerReport: Major newspaper admits the media is being dishonestly unfair to President Biden https://t.co/3KCtFBHfCr,H57Randy
RT @PN_1984: Biden doesn’t have the right to decide what medical treatments you receive. Nor does your state Governor. Would you have gone…,RGBG01
#Betterbelieveit Those that spray up vaccines they're devils like on the radio television it isnt Godla. Those that… https://t.co/zSPHamn3Pd,theresawebb1981
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",Evan_JMarkham5
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",RoadLessTrave16
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",CodyWil67343302
RT @newsmax: Every House Republican has backed the resolution to nullify the Biden vaccine and testing mandate for businesses with 100+ emp…,brcena
"RT @Francis_W_Shin: 4. Interestingly, no G7 leaders aside from 🇺🇸 and  🇪🇺  are listed as panel hosts. This raises an intriguing question: d…",JansEcho
"RT @KathrynMerckTV: TODAY: President Joe Biden is visiting Missouri. 

He’ll deliver remarks on how the recently passed $1 trillion Biparti…",sheahan_eleanor
"RT @benwakana46: BIDEN last week: ""Go get your booster now.""

BIDEN the previous week: ""Do not wait.  Go get your booster.""

BIDEN in Sept:…",SFTravels
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",DeanParise
"RT @RNCResearch: REPORTER: “Other than your meeting with Kamala Harris In June?”

GUATEMALAN PRESIDENT: “That’s the only one”

REPORTER: “T…",_JenniferSmith_
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",s_hanna1
"RT @nasty_woman2: Other than Biden won, this is the best news I’ve heard in 5 years.",JanineATurner1
"RT @Doranimated: If this trend continues, Biden will build A wall and seek to make Mexico pay for it | Hispanic voters are splitting their…",Parthenon1
"RT @Nebula_77: #CNN ADMITS #Democrats WORK WITH THE CORPORATE MEDIA!

HAVE SECRET MEETINGS TO HELP BIDEN!

@Timcast
#SteveBannon
#Trending…",Breaking24_7
RT @ThePlumLineGS: How can Biden lead at the democracy summit without telling the truth about the authoritarian threat at home -- that it c…,WitchHistorian
Russia and the United States have differing views on the Biden-Putin call https://t.co/tMYEZcSGv0,TittlePress
"RT @SenTedCruz: America’s adversaries were emboldened by President Biden’s surrender to the Taliban.
 
Russia threatening to invade Ukraine…",BobristObrist
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",AmericaWatch1
"RT @MonicaCrowley: The wheels have come off.  My latest -&gt; 

Biden's catastrophic collapse of American leadership https://t.co/dhR0Y39mS0 #…",irishduke2
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",meWooster
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",Someone03533771
"RT @reeseg_3: . @SenatorLankford, who has been very critical of Biden’s border policies and even visited the border with other GOP Senators…",LindaDuval
"RT @WontCaveDave: Perfect, now put him in prison where he could warm a cell for Trump.
#DemVoice1 #ONEV1 #Dems4USA #wtpBLUE
https://t.co/yF…",emitchelbrown
"RT @johncardillo: Ukraine isn’t our problem despite tantrums from the NeoCons.

Under Biden, sending troops anywhere is sending them to be…",korbendallas500
"RT @GovernorKayIvey: I’ll call the Biden vaccine mandate nonsense what it is: and that is an un-American, outrageous overreach. This mornin…",hawkgodfather
"RT @ChuckRossDC: NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic"" African…",RedNationTina
RT @720TheVoice: TED CRUZ: Joe Biden ‘Surrendered to Putin’ https://t.co/X7ezxh8SCQ,DjkLarson
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",warrenbro25
"RT @Jim_Jordan: President Obama gave Ukraine blankets. 

President Trump gave Ukraine tank-busting Javelin missiles. 

President Biden wave…",Truth72547157
"RT @ericgarland: @AdrianWapcapIet That’s idiotic. Why would Biden pardon him?

Get off my timeline.",JJfk1960thru63
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",MosezellaJones
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",deejayqf
RT @Francis_W_Shin: 3. There is a notable presence of Central and Eastern European leaders hosting sessions or present as panelists. This m…,JansEcho
@Noahpinion His secret was nothing. His success among primary voters tells you nothing about general election voter… https://t.co/Sgam0GJXkU,Naturalgascanb1
RT @nakashimae: Biden says ground troops ‘not on the table’ but Putin would face ‘severe’ economic sanctions for Ukraine invasion @WPJohnWa…,RealFactsVsFake
"RT @johhnrichards: I never hear a peep from the @GOP about the 768 billion dollar defense budget, which incidentally is 30 billion more tha…",WeAreTheSame77
RT @SafetyPinDaily: Trump-appointed judge suspends Biden's vaccine mandate for federal contractors | By Kenny Stancil https://t.co/g9HXlbMZ…,CarrollynAragon
"@GOP ""The Republican Party Is Failing in Too Many Ways""

During the Trump admin, @GOP ran up federal debt &amp; deficit… https://t.co/4FOXi4p7rz",TimeToSayGood15
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",sherr_55
@cbouzy I've also heard that it was all coordinated on Hunter Biden's laptop.,Mayhew94131
@locomotivebrain @904ohms @fake_biden He is busy giving orders to “Mother”. 🤣😂,nicknak2016
"RT @beingrealmac: The body language of Biden shows the consequences, if Russia ever invade Ukraine. https://t.co/h22ByWZ2H7",LILJAYWERKS
RT @bintmachgara: The US is justifying a reoccupation of Yemen in order to reinforce Saudi that refuses to end its war on Yemen. This happe…,jisrcollective
"RT @Will_Bunch: Look, the media's coverage of Biden is atrocious, and now the Post's Dana Milbank has the #s to prove it. But the problem i…",PeterWombat
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,FaenzaRC
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",FreedomWorks
