text,user
"RT @RepStefanik: Numbers don’t lie – Joe Biden just had the WORST jobs report of his presidency.
 
Joe Biden and House Democrats’ FAILED po…",joeisanidiot46
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,JonHanCO
"RT @ggreenwald: By the way, is it at all notable that Crimea became part of Russia during the Obama administration, and now Russia is suppo…",ToddTroutman2
Biden re-election poll shows dismal 22% support; Harris sinks to 12% https://t.co/T2H2A6dsZT,Mike9wood2
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",sankalots
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",dlk30519
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,Miyaki497
"@Dianlow @Eric_Schmitt @JoeBiden Hate to break it to you, but people in Missouri aren't vaccinated because of Biden… https://t.co/QRztInONLe",addigirl1
RT @themajorityscot: Biden transported 85 cars by plane to Edinbugh and then drove them one hour to Glasgow so he could virtue signal about…,Maureen25567147
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",margpie55
"@EatAtJoes7 @ReadeAlexandra Her story was never debunked, multiple people commented about it at the time, including… https://t.co/gSF4lnG8ft",Link01T
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",CarolAb25084572
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,notaLane
@elonmusk @28delayslater Maybe Biden will declare it as the safest car now 🤣,Ritu_Agarawal
RT @lavern_spicer: Why does Joe Biden want to defend Ukraine’s borders but not our own?,Noahsboat17
"@JoeWas1 @HarveytheHaint @JoeBiden *wasn't a fact

So far under Biden (as of Dec 6, according to CDC) 350,497 Covid… https://t.co/oyFhNz6hQm",NumbersMean
"RT @BuilderClaireKY: Liberal cities have one outcome - they become crime-ridden havens for the derelicts of the world.

Name a liberal city…",troutmangirl1
Biden/Carter America is back 🔙🔙,myboynick98
RT @MSNBC: .@MaddowBlog: Many of the Biden administration's recent legal setbacks have something important in common – judges appointed by…,DarrylH03120683
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,asiajfuller
"@BBCWorld Once good decision....
Joe Biden understand that Russia will protect her interests in her own backyard!
U… https://t.co/TqUTi6LhpE",DiegoLo29234998
"RT @lindyli: Republicans want Putin to invade Ukraine

Ted Cruz, Josh Hawley &amp; Marco Rubio continue to block dozens of vital national secur…",neo4192
@EntrepreneurFg @pitchforkben99 @KhayonIskandar @Montovon @GypsySaltydog @rgvrunner01 @JakeSmi36103260 @LifeFunder… https://t.co/SKXf8Ckv65,Vladamir_Biden
"RT @PapiTrumpo: Today is Wednesday, December 8th, 2021, AND JOE BIDEN STILL SUCKS!!!",rgreer694
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,HansChristianJ8
RT @EricMMatheny: Did Biden even acknowledge the 80th Anniversary of Pearl Harbor?,CliffShew
Jimmy Carter would like to thank Joe Biden he's no longer the worst president in the history of the United States of America,RoyJeffers2
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,ms_chievous_1
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",GLMcCarthyLGBT
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,bvnt123
"RT @RepJimBanks: First, Joe Biden and Democrats tried to buy off journalists with a 5-year tax cut in #BuildBackBroke. Now, White House sta…",KikiSmi26325149
"RT @SenJohnKennedy: Putin has implemented the single largest military buildup in Europe since the Cold War. 
 
Pres. Biden needs to call Pu…",shannonarnaud
@Dadadata16 @PaganLady3 @mkraju Yep.Since folks like saying Biden needs to be more like FDR/LBJ⤵️ I wish more Dem v… https://t.co/5zwY4JwADD,CeliaFateEsq
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,iamsocoollike_
"@9kmadethis @PURPLESWORDSMAN @DustBaker @Peter_Bukowskl @aweste1 @AaronNagler @SKORNorth “Incels” don’t exist, and… https://t.co/kRf8Y4wAMk",SkolHard
"RT @Techno_Fog: Developing: a federal court has ENJOINED the Biden Administration from enforcing its federal contractor vaccine mandate.

T…",merebear226
"RT @RepJimBanks: First, Joe Biden and Democrats tried to buy off journalists with a 5-year tax cut in #BuildBackBroke. Now, White House sta…",Patsy33188270
Biden administration policies struggle with Trump-appointed judges https://t.co/RF35UKWKaH,ldec12
"RT @PapiTrumpo: Today is Wednesday, December 8th, 2021, AND JOE BIDEN STILL SUCKS!!!",Grace86139525
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",LIVE_4_LIBERTY
"RT @Sierra_Magazine: One of Nevada’s unique natural areas needs protection, and President Biden can deliver it.  https://t.co/ihKzTvMmTf ht…",NVconservation
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,MrNickKerr
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",SavageC48933577
"RT @PressTV: Biden's so-called 'Summit for Democracy' lacks clear purpose: Experts

https://t.co/0lmamf77gO",GBuenao
RT @OccupyDemocrats: BREAKING: A federal judge denies Trump's lying lapdog Sean Spicer's attempt to force his way back onto the board of th…,hushnowlilbaby
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",ItsyBitsyLegs
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",bjcrochet
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,blueberry255_
This cause is close to my heart - please sign: https://t.co/P00BKI3jZ9,Lexi7997
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,Speaker_5_Tones
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",Lithic07
"RT @OccupyDemocrats: BREAKING: Elon Musk, the richest person in the world, tells a room full of CEOs that we should ""can"" Biden's historic…",1979kog
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,norezisitingme
"RT @approject: President Joe Biden nominated a far-left, woke radical named Gigi Sohn to the FCC. She doesn't believe in the first amendmen…",Melissa03295697
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",RickSantini2
"RT @WalshFreedom: To all Republicans complaining that Biden isn't tough enough with Putin: 

Putin led Trump around on a leash for four yea…",eastcoast636
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,mrobinson69
The Biden admin kept a Trump proclamation denying visas to hundreds and possibly thousands of Chinese grad students… https://t.co/2tanF1gCbr,NFAPResearch
RT @IngrahamAngle: Elon Musk calls for Congress to throw out Biden's entire Build Back Better bill: 'Don't pass it' https://t.co/SsiOdrdXyI…,Patrici15767099
"RT @yayitsrob: Key point from @jsfreed:

The federal government’s zero-carbon pledge isn’t only about emissions, per se

It’s about generat…",mgremb
"RT @BlkHmmrTimes: Check out our latest from Black Hammer Times about our Atlanta Hammers being arrested for FEEDING THE HOMELESS!

https://…",SyvilleAlphonso
"RT @StrikeDebt: How to boost your numbers with this one neat trick:
Cancel student debt
https://t.co/bgXUCgr21E",Jon_H_Norris
"RT @DonaldJTrumpJr: Liz Cheney stands with Pelosi and Biden, not Wyoming.

@HagemanforWY will defend Wyoming against Pelosi, Biden and the…",johncrane62
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,spideynstyles
RT @Kasparov63: The lack of strong measures against Putin's mafia state in the Defense Authorization Act that came out hours after the Bide…,podilskyi
RT @RepRalphNorman: It's official. ALL of Joe Biden's unconstitutional vaccine mandates are now jammed up in court.,shihtzzu
‘It’s a sore spot’: Why officials are raising questions about Biden’s vaccine donations https://t.co/JbacchO5yZ via @politico,jm3107
"RT @RNCResearch: REPORTER: “Other than your meeting with Kamala Harris In June?”

GUATEMALAN PRESIDENT: “That’s the only one”

REPORTER: “T…",trm75530264
And all of those extras got Biden more votes than Obama. Only way Dems win is by cheating. Why they oppose all form… https://t.co/Fb5VHWztdE,graybeered42
"RT @tatereeves: Today, the courts put a nationwide injunction on Biden’s unconstitutional federal contractor mandate. That means all three…",BudSmith
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,ianthaaaa
A bold new executive order from @POTUS serves as a critical first step to cutting pollution from the government’s o… https://t.co/9qLZYg15UK,SierraClub
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,scorpioshawtyyy
"RT @jonshorman: Biden enters room, making introductions https://t.co/DSVRDduFoD",KMBZradio
"Brandon give Putin the green light to invade, US troops will not be deployed …😳

https://t.co/OmmN6miEGF",InChicag0
"RT @RubinReport: Elon Musk v. Joe Biden, Jen Psaki continues to lie, and tolerant progressives are melting a Robert E. Lee statue. 

Live i…",ILoveAmerica__2
"RT @TPostMillennial: NYT blasted for saying Biden's treasury nom was painted as communist because she's Russian

https://t.co/N8iWwsqj3x",BucMon21
"RT @WalshFreedom: To all Republicans complaining that Biden isn't tough enough with Putin: 

Putin led Trump around on a leash for four yea…",156Richard
"RT @D_Alex_connect: “The government is simply the biggest corporation, with the monopoly on violence.”

Elon Musk destroys the Biden's regi…",LoriFulton
"RT @as_joyful: @brianstelter @Milbank @CNN merely monitored sound of TFGs voice to determine that he was ""presidential"" but Biden miraculou…",pavlovlover
"RT @mikepompeo: From inflation, to rising costs of just about everything, to serious supply chain issues — the Biden Admin is working overt…",FaithCompassion
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,thelesliebelle
Trudeau is making a huge mistake in his boycott.We just experienced what happens when you don’t deal with the… https://t.co/uYNrXdCP18,WjtuttyTutty
"RT @Techno_Fog: Developing: a federal court has ENJOINED the Biden Administration from enforcing its federal contractor vaccine mandate.

T…",keithboos3
"RT @thehill: President Biden: ""I was very straightforward. There were no minced words. It was polite,  but I made it very clear. If in fact…",GlasnostGone
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,duarte_hilary
RT @EricMMatheny: Did Biden even acknowledge the 80th Anniversary of Pearl Harbor?,WhatSquinkyEye
"RT @approject: President Joe Biden nominated a far-left, woke radical named Gigi Sohn to the FCC. She doesn't believe in the first amendmen…",HalGray217
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",TheGrumpyGitPA
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,OliveTheLights_
Biden has helped Chinese energy companies seeking other oil deals in Africa. He was paid $1 million to represent CE… https://t.co/TUvYA0LJfa,ChuckRossDC
RT @EricMMatheny: Did Biden even acknowledge the 80th Anniversary of Pearl Harbor?,tsmarcella321
"RT @GOP: As Biden travels to Missouri, voters know he is failing Missouri – his vaccine mandate, supply chain crisis, high prices and reckl…",BujarHasanaj2
"RT @eatlovepray211: Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia's bord…",Hans_Besemans
RT @Jim_Jordan: Just introduced this resolution to subpoena the National School Boards Association and Biden Administration. https://t.co/Z…,dozerdoug
"Biden's met with the China National Petroleum Corp. exec even after he was warned it had done business w/ Iran, Sudan.",ChuckRossDC
"RT @kazweida: $35 cap on insulin
$900 to buy an e-bike
12 months of Medicaid for new moms
Tax credits for local news outlets
College comple…",jgold323
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",thatch72
"RT @RepMikeJohnson: Today, @Jim_Jordan, @RepMattGaetz and I summed up the weaponization of the Biden-Garland Justice Department, including:…",KenKch1
"NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic""… https://t.co/IQWHIjpfmt",ChuckRossDC
Yeah awkward language from Biden that helps undermine NATO solidarity for little gain. These talks aim at diffusing… https://t.co/jOHwaGU7WB,DrRadchenko
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",ilyrodriguez2
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",RTARMEL54
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",TheCrystalHaney
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",Vtbbqmaster
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",INTJerk
"RT @AGHamilton29: If the right is going to adopt pro-Kremlin talking points, you can count me out.

Too many are sounding a lot like Obama/…",KAlanSnyder
@rickmbari @gocards1 For those that don't: https://t.co/8ziQKxCOJe,Machtyn
"😂😂😂 oh c’mon. Putin sat with his feet up on his desk laughing his ass off.
Biden can barely speak coherently much l… https://t.co/v5njEFoWya",MeganSmiles
Governor Mike DeWine is lying and taking credit for law enforcement funding that resulted from The American Rescue… https://t.co/5FyBKK8p8Z,AndrewC49288066
RT @PA_Stressed_: All I want for Christmas is for Biden to extend the pause on student loan interest accrual🙃,kjdelay1
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,EdnaRaged
RT @StephenM: They turn themselves in b/c they know they’ll be released into US. The policy of the Biden Administration—court injunction no…,Countryheartgal
"RT @ReallyAmerican1: With the ramping up of overseas threats, GOP Senators are putting Americans in danger by blocking President Biden's ke…",thisage
"RT @SenWhitehouse: I have been working across the aisle to harden our defenses against these threats, and it’s encouraging to see the Biden…",tingley_hunter
RT @CoWINSpolitics: Pssttt… The real inflation problem is corporate price gouging. #BuildBackBetter is how we invest in working people. Pas…,Senor_Cartmenez
RT @Chicago1Ray: Biden's threatening a war with Russia to  divert attn away from his failures here at home,CliffShew
"RT @TheOnion: ‘You Know, If I Were You, I’d Go After Finland,’ Says Biden Trying To Dissuade Putin From Invading Ukraine https://t.co/aUdJZ…",cryptokid23
PM @ImranKhanPTI deserves our appreciation on his decision not to attend the Democracy Summit and to stand with Chi… https://t.co/Cn86CShZr4,CallSignMujahid
"RT @SenatorTimScott: President Biden's vaccine mandate means that countless firefighters, policemen, EMT, nurses, doctors, and others will…",mikegollnick
"RT @PalmerReport: If the Republicans win the House, they will disband the 1/6 committee. But they cannot magically undo criminal referrals…",TonyStr67214854
"RT @TheOnion: ‘You Know, If I Were You, I’d Go After Finland,’ Says Biden Trying To Dissuade Putin From Invading Ukraine https://t.co/aUdJZ…",JacobOConnorOH
"RT @ASalzil02: Will have to check this article later.

@BernieSanders must be shaking his head though after all the outreach he and his tea…",BigDonTee
RT @Jim_Jordan: Just introduced this resolution to subpoena the National School Boards Association and Biden Administration. https://t.co/Z…,cisppetta
"RT @PapiTrumpo: Today is Wednesday, December 8th, 2021, AND JOE BIDEN STILL SUCKS!!!",9Fs5Cl8f21FAWBp
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",TheFallGuy777
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",ZhiZhuWeb
"RT @TheBeatWithAri: While the AP reported on the ""sluggish"" jobs report under President Biden, they called a similar number under Trump ""ro…",nlstephens55
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",Dani_Knope
"RT @arktinentuuli: Russia’s “Red Lines” and NATO Expansion

US President J. Biden told Russian President V. Putin that he Will Discuss NATO…",vlenxx
RT @TheLastRefuge2: President Biden Pledges to Provide Billions in Economic Benefit to Russia Through the Build Back Better Climate Change…,KingsRightSite
RT @AAsshole5: Biden Orders Federal Vehicles and Buildings to Use Renewable Energy by 2050  https://t.co/8zng3WHnBe,larriandJ
@SpryOld @benigma2017 @Pairadachs @MarieMa16935777 @groove_sdc @PlainOldWoofles @OpinionatedLab Where is the indivi… https://t.co/tjSS2bSaXX,David14210142
"RT @NewDayForNJ: @bennyjohnson Biden is WAY out of his negotiating league.

Trump’s strength led to peace, Biden’s weakness provokes rumors…",NewDayForNJ
"RT @RedWingGrips: Let me get this straight. 

Joe Biden is willing to wage war against Russia over Ukraine's border, yet he refuses to even…",qvalemangusta
"RT @kylenabecker: Biden's federal vaccine mandate is now 'blocked in all 50 states.'
https://t.co/wliU4NkZKl",stonkhodler87
"RT @ms_bee_parlay: Good morning to everyone except for Joe Biden, K. Harris’s, and US state senators.",lifeontopps
@KoKo1Gee @molly4good @ridinwith_biden @VirginiaDemcats @PegLulu2 She means they shouldn't be forced like national germany,sev0666
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",bumpdiddlyumkin
"RT @themarketswork: 1) NULAND on 2-4-14: ""I think Yats is the guy who’s got the economic experience, the governing experience. What he need…",pjotoole2013
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",1976Mnc
"RT @jilevin: Biden Orders Federal Vehicles and Buildings to Use Renewable Energy by 2050

The federal government would stop buying gasoline…",MsWerner
@Interior @OSMRE @DebHaalandNM @SecDebHaaland @USInteriorPress @WhiteHouse @POTUS @JoeBiden @FLOTUS #StopTheSale… https://t.co/aWs5pOFCPw,DavindranauthS
"RT @KuuEater: joe biden addressing the nation with the biggest stiffest fucking tent in the world: America, I Am Better Now",ultrasylveon
"RT @johhnrichards: I never hear a peep from the @GOP about the 768 billion dollar defense budget, which incidentally is 30 billion more tha…",BeckyakaGaggy
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",AVastMachine
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,DennisMaloney9
"RT @FDRLST: White House Admits Hunter Biden Is Engaged In Industry Ripe For Money Laundering
https://t.co/kodmhCNnO9",keithboos3
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",Evan_JMarkham5
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",justcallmeuma
RT @pnjaban: BREAKING —  our client Project Veritas seeks bipartisan action from Congress on US DOJ’s First Amendment abuses including extr…,campball1900
"RT @RandPaul: So it turns out communism may be a bridge to far for some democrats

https://t.co/YnBfu3jLoe",CynthZee
RT @EricMMatheny: Did Biden even acknowledge the 80th Anniversary of Pearl Harbor?,shiztwitt
RT @aawsat_eng: #Biden Says Putting US Troops on Ground in #Ukraine Is ‘Not on the Table' https://t.co/6fkQuPFMdZ,Geoeconoman
"RT @BradBeauregardJ: President Biden is headed to Kansas City, Missouri to sell the #BuildBackBetterAct https://t.co/SXfy16bARC",RobertCooper58
"Biden claimed during his ""basement campaign"".....that his administration will be the most ""transparent"" in U.S. His… https://t.co/nJv50f4ZKg",pc_mj1981
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",benfunovits
"RT @lindyli: Republicans want Putin to invade Ukraine

Ted Cruz, Josh Hawley &amp; Marco Rubio continue to block dozens of vital national secur…",DanaCramer65
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",fordey70
"RT @MarshaBlackburn: If Joe Biden packs the Supreme Court, the left will use it to rubber stamp their agenda — starting with the illegal va…",homestead28
"RT @brianbeutler: “Putting aside whatever blame Democratic leaders deserve for failing to prevail on filibuster holdouts, it’s simply not c…",tinclock
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",JoMajority
We can do anything we can think of. Time to start doing more than using politics for self-enrichment. Time for more… https://t.co/rfhEEf28au,SexPoliticsLife
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,CmiloseMilose
I spoke w @LFFriedman at @nytimes on how new action by @POTUS will help make the US a world leader in clean energy.… https://t.co/6lu3gwyC8K,jsfreed
"RT @Jim_Jordan: President Obama gave Ukraine blankets. 

President Trump gave Ukraine tank-busting Javelin missiles. 

President Biden wave…",MaryannKay
"RT @PollProjectUSA: NEW: @TheEconomist/@YouGov

President Biden Job Approval
Approve 39% (-2)
Disapprove 52% (+3)

Among RV [n=1,265]
Appro…",Restore_NewYork
RT @IngrahamAngle: Elon Musk calls for Congress to throw out Biden's entire Build Back Better bill: 'Don't pass it' https://t.co/SsiOdrdXyI…,farisAl90049972
America can't take another Jimmy Carter in the White House that's Joe Biden everyday on Gas Prices are up who's the new Reagan.,myboynick98
"RT @SenatorTimScott: President Biden's vaccine mandate means that countless firefighters, policemen, EMT, nurses, doctors, and others will…",AnnaAnnajunio
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",TX_TeaParty2_0
"RT @RepThomasMassie: The executive branch can’t make law. Why are so many eager to ignore this when “their guy” is President?

Biden’s OSHA…",BenBell86931876
"RT @StrikeDebt: — Independent voters criticizing Biden for not canceling student debt.
— 20% of Trump voters say they'll vote Dem if their…",adwilkin79
"President Biden,
Up in the club
If you're waiting 4 Stockmarkets 2 crash from their nominal peak value now in order… https://t.co/6tX6qfwbj2",RamVajpeyi
"I was separated from my mom @ birth!
Can I get 450,000 Mr Biden?",Cliffzanerd
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",chiyachtguru
RT @sayitnspinit: If Trump supporters are so racist then why do Biden supporters have to pay other Biden supporters to pose as Trump suppor…,CliffShew
"Following withdrawal of Biden nominee, the New York Times publishes actual fake news https://t.co/GQwnocOvkd Don't… https://t.co/QKd53GYNqb",Reader1Richard
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",ShawnMontaigne
"@petty_gw
#BidenRemorse 
#WSJpoll reveal danger signs for the Democratic Party as it prepares to defend the House a… https://t.co/g1uiCMGANA",Michael34198993
#BobDole announces that he has switched to the #Democrats party for the next election.  #Biden  #LetsGoBrandon,s_truthteller
"RT @BBCWorld: Sending US troops to Ukraine in event of Russian invasion is ""not on the table"", President Joe Biden says

 https://t.co/xvq6…",GlaciarBlue
RT @TonyGonzales4TX: Our border is on fire and Biden's bad policies are fanning the flames. Thanks to @NikkiHaley for inviting me to contri…,DjkLarson
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",AZTrumplican
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,ihatethanos
RT @Allie_Kite: .@POTUS Joe Biden is meeting with employees at @RideKCTransit ahead of a speech on federal infrastructure bill. https://t.c…,Torcho
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",elect_jimmy
"RT @nytpolitics: The Senate approved Chris Magnus, President Biden’s choice to run Customs and Border Protection. Known as a reform-minded…",CulverCityNIMBY
"RT @MaddowBlog: ""There's this very large mass of Trump supporters who believe both that Biden is an illegitimate president who stole the of…",Wayke66
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",Walk1ngParAd0xX
"@KHall7709 @Breaking911 Biden administration has excuse to 

1. Invade El Salvador
2. Overthrow democratically elec… https://t.co/79MgibdbVz",FaldettaNick
"RT @WSJ: A day after the two leaders held a call, President Biden ruled out a unilateral use of U.S. force if Russia invades Ukraine, while…",Bonnie19491949
RT @PolitiFact: A photo of Jeffrey Epstein and Joe Biden that’s being shared online is not authentic — it was created using two separate ph…,michaeltstaden
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/1lyWB7u5Lg,MontanaStandard
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/V2oJhnd48N,heraldandreview
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",montanaro_debra
"RT @approject: President Joe Biden nominated a far-left, woke radical named Gigi Sohn to the FCC. She doesn't believe in the first amendmen…",patrick01824805
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/ZAnrgbO5Ie,azds
"RT @RepMikeJohnson: Today, @Jim_Jordan, @RepMattGaetz and I summed up the weaponization of the Biden-Garland Justice Department, including:…",leadnickles
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/OMvLX3h4D5,poststar
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,bustamante417
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/8AsXHi89L4,Dispatch_Argus
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",elk_l
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/oPrQBzNz9T,journalonline
President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050. https://t.co/cXsmVmmB45,RCJournal
RT @What46HasDone: Major Climate EO alert! President Biden signed today an Executive Order directing the federal government towards a zero…,ErikSchumacher2
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,Stupedkid
"President Joe Biden plans to direct federal agencies to spend billions on electric cars, clean electricity and upgr… https://t.co/XWprlXP5D8",BloombergAsia
"RT @TripleThreat_MD: @henrymcmaster No Biden mandates, but SC does have:
— 14,000+ covid-19 deaths (30% of which happened in most recent su…",AikenCountyDems
RT @PolitiFact: A photo of Jeffrey Epstein and Joe Biden that’s being shared online is not authentic — it was created using two separate ph…,stantherunner
"RT @jeffnesbit: The Biden WH just announced the most ambitious federal sustainability plan in US history:  24/7 carbon-free electricity, ze…",OneeghaCarol
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",Ancientbob
"RT @Bubblebathgirl: Why is Twitter making users follow Joe Biden without their knowledge?

🤔",irvine214
"RT @nytimes: The Senate approved Chris Magnus, President Biden’s choice to run Customs and Border Protection. Known as a reform-minded poli…",bill_totten49
"RT @kylegriffin1: Cruz blocked another Biden nominee:

Republican Ted Cruz objected to a Democratic request to unanimously confirm Rufus Gi…",HowyofWI
"It is Wednesday December 08, 2021, 15:22:02. Joe Biden has not fulfilled his pledge to hold the Saudi government re… https://t.co/FjQtr5bh2l",tankiebot69420
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,PrinceBlackCock
"RT @Quicktake: ""The Biden administration will not send any diplomatic or official representation to the Beijing 2022 Winter Olympics and Pa…",OneDayRewards
@MikeCrapo Biden's plan is for the people in America who need help...this is the most important bill in a century a… https://t.co/9eIpApHnjl,glassmeg
RT @FSIStanford: .@McFaul | The United States is not going to go to war with #Russia over #Ukraine. But it's clear that there will be deep…,JS_Oppenheim
"RT @DanielTurnerPTF: In 2019, the United States became a net exporter of energy under Donald J. Trump.

In 2021, the United States began be…",SorinaDurante
